userId,todoId,taskName,date,actualMinutes,estimatedMinutes,deadline,completed
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,BvsY1VGmhwOPCMTmoxcT,sadoku対応,2025-11-24,30,60,2025-11-24T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,Bx156zCjh0k9f9NSnb3U,宿泊申請,2025-12-02,15,30,2025-12-03T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,Bx156zCjh0k9f9NSnb3U,宿泊申請,2025-12-03,15,30,2025-12-03T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,CO9cj1u2K7OiCtYPhYif,week5,2025-10-16,90,90,2025-10-14T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,FrKR9YHUny2uhjQreXpe,Jssst支払い,2025-11-17,15,30,2025-11-21T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,FrKR9YHUny2uhjQreXpe,Jssst支払い,2025-12-01,15,30,2025-11-21T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,GdpMP4ygx3WGv0E4ehQQ,進路聞く,2025-10-21,50,90,2025-10-21T04:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,GdpMP4ygx3WGv0E4ehQQ,進路聞く,2025-10-28,40,90,2025-10-21T04:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,gXcPb85ngcyoF2qjLidK,DP作る。,2025-11-14,90,90,2025-10-28T04:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,H4r4RS33SpOUYyMby8UI,sdk,2025-12-12,10,90,2025-12-19T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,H4r4RS33SpOUYyMby8UI,sdk,2025-12-14,45,90,2025-12-19T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,Po0KgEtNlmEnDvCmg0aj,tonyu.jp SSL,2025-11-27,30,30,2025-12-26T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,qZKJCL2VufLaTX9DEQp4,研究不正モニタリング,2025-11-26,15,90,2025-12-20T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,qZKJCL2VufLaTX9DEQp4,研究不正モニタリング,2025-12-01,10,90,2025-12-20T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,qZKJCL2VufLaTX9DEQp4,研究不正モニタリング,2025-12-09,30,90,2025-12-20T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,qZKJCL2VufLaTX9DEQp4,研究不正モニタリング,2025-12-10,35,90,2025-12-20T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RiDx2TC0viLa01JSx8vn,week6,2025-10-21,90,90,2025-10-21T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,rJOWMdXZYNtZYlxrpsFG,logana-slide,2025-12-10,10,90,2025-12-23T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-11-24,90,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-11-25,30,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-11-28,28,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-11-29,35,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-11-30,40,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-12-01,60,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-12-05,1,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-12-07,20,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-12-10,120,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,RzRotmx1X9OzjqCFdaCU,TCE,2025-12-14,30,720,2025-12-20T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,t67CTTnxu3RQ9H4tG0MY,物品検査,2025-10-21,180,180,2025-10-22T04:58:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,uQW6hsvE1slri1CR9ckl,Logana,2025-11-19,60,120,2025-11-23T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,uQW6hsvE1slri1CR9ckl,Logana,2025-11-26,60,120,2025-11-23T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,uQW6hsvE1slri1CR9ckl,Logana,2025-12-06,60,120,2025-11-23T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,uQW6hsvE1slri1CR9ckl,Logana,2025-12-09,30,120,2025-11-23T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,WENaj13RWJSra5tVQdBe,1907掃除,2025-12-10,5,120,2025-12-19T09:00:00.000Z,false
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,zk18eA9VU1k0NldeBtXW,幹事決める,2025-10-21,15,90,2025-10-28T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,zk18eA9VU1k0NldeBtXW,幹事決める,2025-10-22,15,90,2025-10-28T09:00:00.000Z,true
Z9IYVixbY7QYdNBlmHkyIUEXMAI2,zk18eA9VU1k0NldeBtXW,幹事決める,2025-10-23,60,90,2025-10-28T09:00:00.000Z,true
